PAPI_BR_CN,PAPI_BR_INS,PAPI_BR_MSP,PAPI_BR_NTK,PAPI_BR_PRC,PAPI_BR_TKN,PAPI_BR_UCN,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_CA_SHR,PAPI_CA_SNP,PAPI_FUL_CCY,PAPI_FUL_ICY,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L1_TCM,PAPI_L2_DCA,PAPI_L2_DCM,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L2_ICA,PAPI_L2_ICH,PAPI_L2_ICM,PAPI_L2_ICR,PAPI_L2_LDM,PAPI_L2_STM,PAPI_L2_TCA,PAPI_L2_TCM,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_DCA,PAPI_L3_DCR,PAPI_L3_DCW,PAPI_L3_ICA,PAPI_L3_ICR,PAPI_L3_LDM,PAPI_L3_TCA,PAPI_L3_TCM,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_LD_INS,PAPI_LST_INS,PAPI_MEM_WCY,PAPI_NATIVE_MASK,PAPI_PRESET_MASK,PAPI_PRF_DM,PAPI_REF_CYC,PAPI_RES_STL,PAPI_SR_INS,PAPI_STL_CCY,PAPI_STL_ICY,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_TOT_CYC,PAPI_TOT_INS,PAPI_VEC_DP,PAPI_VEC_SP
112931001,174548415,149635,64044797,109503161,46025593,60006270,546,39859,11001,39814,170624679,92006814,57107,9593145,59266,4211,9491114,9484399,11772,46924,7166,9649645,9422431,28135,9583545,7488,535,19148826,40608,9462148,6557,11854,7568,546,28085,28085,4,39553,114,39624,523,217782610,349285105,5309,292935316,77091,3991,264874560,646119,131492805,71361814,17503645,6985,2004,291233261,771004149,4,1300020
290667276,441834812,356451,163744188,286753575,124375661,149706711,548,40175,10891,39499,436145424,233275700,65846,26154253,69460,4666,26264173,26255281,11800,50970,8304,26128332,26130426,27885,26104199,7510,546,52140142,39952,26212295,8632,11813,7577,574,27615,27615,10,39643,84,39863,567,557782802,886935809,5862,745755594,89716,3699,674869080,1542215,329143355,179081240,41499564,9734,1899,743413646,1981249608,4,3250020
235270549,357388023,280528,131445489,231465258,101126027,120606407,587,40856,11283,39271,349983972,188619529,58170,22011877,55528,4241,21807686,21801350,12400,46968,7082,21823197,21852428,28855,21917396,7567,588,43797459,40538,21895801,7976,12263,7602,560,27705,27705,4,39911,141,39839,582,450383340,715786939,5061,601815356,66392,3998,547813320,1420427,265393456,145795098,36224454,13176,2117,601836108,1597903151,4,2600020
180279273,273246304,286663,100443825,176652921,77075602,91406373,569,40342,11181,39912,265451036,141878535,71195,11566735,56399,5031,11677436,11642503,12540,56582,8292,11525953,10536897,28166,11552145,7410,579,21461275,39897,11608315,9735,12275,7462,564,27616,27616,1,39177,211,39605,590,341282321,540735016,6624,456024679,69900,4293,414196080,999008,199443086,109154220,25274835,6419,2146,455960404,1213452093,4,1950020
240218358,363935742,316294,134843214,236435112,102725380,122006414,546,40243,10843,39329,355030952,189752265,61592,14388117,187662,4483,14491715,14484812,12025,49793,7670,14403949,14290084,28286,14343761,7555,589,29054629,39675,14542567,52108,11821,7435,562,27169,27169,4,39743,137,39100,564,454781449,720585223,5120,610733828,184713,4199,555630120,1499213,265793125,148448061,33742042,7642,2113,610033063,1623099503,4,2600013
608419214,939786614,819659,353894091,603375682,252575618,329656578,557,39993,10840,39732,942083874,518296467,75575,51433237,1790493,3896,51011675,50998399,12030,59213,24916,51017745,51169945,27545,51178972,7412,575,104445362,39758,50990732,9554,12141,7505,596,27940,27940,1,39262,151,39160,567,1194282338,1915734104,5071,1600237997,2684435,4369,1455671160,3887884,721442950,419235685,92174138,31717,2099,1602454095,4245752440,4,7150013
467033841,709351644,573372,262644191,462628015,202125632,241006487,542,40411,10904,39805,703342825,377044115,63212,43662236,64881,4814,43548370,43541074,11758,51436,7786,43569404,43562142,28086,43715638,7416,552,87537596,39866,43739738,8664,11923,7377,557,27789,27789,4,40363,181,40054,540,899982267,1430384911,4572,1203146180,85555,4292,1091393760,2630619,530393002,292229151,71579430,23995,2368,1201251601,3193299032,4,5200020
349655796,531273254,461768,197944736,345443848,149225840,179906352,511,39360,10901,39107,525581507,274670203,401211,31244886,1259942,4383,31629724,31620394,11748,367739,7670,31268923,31252166,27326,31171880,7252,547,63836890,39582,31816598,10942,12115,7389,526,27098,27098,2,39672,182,39301,523,669182318,1064084782,5346,897768635,1454804,4105,815055600,1673016,394892746,221791367,50474290,10911,2020,897357186,2386000549,4,3900013
550945988,851371989,773519,319244403,546089417,229625518,299206634,571,39292,10477,38990,851561249,465246474,66376,46328129,113170,4332,45687693,45679158,11342,53401,10304,45473512,45963478,27482,45838751,7227,543,91719467,38976,46520268,8138,11514,7412,520,27492,27492,4,38773,153,39245,557,1085781990,1741684461,5536,1453675596,161954,3852,1317743400,2940557,655892809,357967721,84187470,26114,1880,1451099871,3845001417,4,6500020
498409148,769876594,631347,289592924,493712761,206675291,269756629,543,39277,10683,38685,773209747,424017834,73432,41762006,1471776,4167,42200610,42188000,12115,57280,20236,41984403,41790594,27384,41771840,7269,532,85588677,39724,41499671,8965,12069,7331,570,27619,27619,4,39520,169,39030,534,977281294,1567634167,5529,1309700708,2200382,4208,1189251360,3180793,590343069,321488219,74481373,26508,1910,1308754234,3474246406,4,5850013
463006955,703724585,567257,261844494,458619498,198925683,239406589,578,39888,10895,39161,697502774,372221776,101662,41696705,1727317,5087,41774619,41753768,11988,71203,8817,41661967,41766765,27624,41708935,7467,565,85126265,38569,41777456,10114,11696,7469,571,27257,27257,6,39261,141,38770,564,891982774,1418385426,6932,1187500587,2009579,4093,1077982920,2192835,526393017,286867513,65478714,15028,1890,1188874438,3168499332,4,5200020
441432945,682150508,654382,255443997,437021632,183725576,239406564,533,39238,10756,38900,680432832,371845336,65296,36593813,107729,5397,36789709,36781251,11700,51982,9262,36122366,36550655,27913,36717425,7254,536,74817951,39883,36242913,7994,11751,7335,536,27006,27006,3,39076,146,39083,549,868782067,1397995568,4871,1226505962,2912365,4133,1112916720,6474261,526797072,330431470,76608564,16982,1922,1222327338,3082527197,4,5200020
234264000,355983795,958862,131646783,230208886,99927746,120008522,563,38953,10530,38612,351134813,190647916,1454132,20795910,1274002,12066,21119535,21102364,11458,344051,16038,20673413,20786803,27087,20832041,7254,572,43018051,39031,21022864,68588,11953,7290,584,27005,27005,5,38867,142,38506,570,447589754,711996566,5327,635231794,1797820,4133,572637840,3406120,264396981,181545401,40341193,5995,2054,631086427,1594524085,4,2600013
298254498,451924242,1259399,166747180,293850325,128877718,152208774,560,39720,10972,38659,438528386,238999864,146556,19114108,85443,8860,19121774,19113722,12102,58625,13222,19070415,17979371,27309,19216078,7534,588,36140478,39020,19128008,125546,12162,7501,559,27340,27340,1,39438,185,38645,576,569790375,903197656,7510,799013536,1674435,4571,725877600,3652697,333397960,215659516,47305692,8265,1966,793267654,2024533747,4,3250020
119374277,181393585,475634,65647282,115794748,50827676,60408442,573,40126,11175,39990,175160990,95896547,84430,11114701,82300,4268,11212844,11206560,12134,47900,7188,11052367,11150221,27094,11134524,7439,546,22274696,39239,11138151,38727,11817,7325,536,27062,27062,2,39340,85,38800,569,226189525,359597107,4503,320746681,94458,4375,290841000,2009549,133396983,89609620,21304617,6671,2001,321396661,801728437,4,1300020
348160817,529180549,1389720,195846331,343633409,149827425,179608570,528,39820,10993,39717,521837832,282162866,168479,30954031,1485124,6492,31221066,31208623,12047,60201,11372,31373081,31099750,27514,31167453,7419,529,63817482,39992,31312936,28244,12237,7424,536,27600,27600,4,40183,130,39321,541,669182273,1064082430,3825,892970897,94639,4589,810210480,1657627,394892799,213985591,49979613,11844,1877,890530128,2377004977,4,3900020
595459011,901876687,808704,336743679,590521897,256625277,304706870,533,39754,11045,38773,886201479,473433845,70671,35708560,363155,5601,35779877,35771919,11928,56483,9618,35769680,35567002,27504,35704881,7402,579,71399860,39632,35765862,119610,11942,7443,550,27677,27677,2,39585,103,39018,536,1135782509,1799685745,6356,1525039836,434363,4614,1385173560,3155879,663893553,365365778,81786766,15518,2401,1523563723,4054000684,4,6500013
585496928,888915377,781543,330744680,580586779,252625657,301706793,580,39783,10694,39176,879625237,476687792,84235,56919041,947740,95979,57017197,57008732,11790,86835,26552,56821612,56846134,27389,56875769,7371,595,114240426,39707,56945235,378032,11745,7320,570,27068,27068,1,39289,162,38851,591,1124782386,1787685169,4766,1511070783,896583,4235,1372108680,3447305,662893168,370766078,89833377,40279,2378,1511011194,4006000351,4,6500013
